id,created_at,sport,league,home_team,away_team,outcome,coefficient,bookmaker,stake,ev_profit,real_profit,is_live,strategy
72,2025-11-23 06:15:35.884686+00,Soccer,japan j2 league,fujieda myfc,sagan tosu,T> 1.5,3.15,Sansabet,100,3.59,-100.00,true,
12,2025-11-23 06:09:15.519466+00,Soccer,hong kong hkfa 1. division,tung sing,kwun tong,T< 1.5,3.05,Sansabet,100,5.39,205.00,true,
71,2025-11-23 06:07:51.617169+00,Soccer,korea republic k league 2,suwon bluewings,gimpo,T< 2.5,3.75,Sansabet,100,76.82,275.00,true,
35,2025-11-23 06:04:51.392065+00,Soccer,korea republic k league 2,bucheon 1995,hwaseong,IT1> 0.5,3.85,Sansabet,100,3.26,-100.00,true,
288,2025-11-23 05:53:06.872758+00,Soccer,korea republic k league 2,seongnam,busan ipark,IT2> 1.5,4.25,Sansabet,100,5.74,-100.00,true,
17,2025-11-23 05:47:54.637943+00,Tennis,atp challenger playford,ryuki matsuda,jesse delaney,P1 1G 4.0,2.9,Sansabet,100,4.60,-100.00,true,
10,2025-11-23 05:34:56.221287+00,Soccer,japan j2 league,omiya ardija,tokushima vortis,IT2> 1.5,2.95,Sansabet,100,52.08,195.00,true,
223,2025-11-23 05:27:23.806994+00,Tennis,itf men kuala lumpur,karol filar,yuta kawahashi,P2 T< 9.5,3.6,Sansabet,100,32.71,-100.00,true,
199,2025-11-23 05:20:21.55936+00,Soccer,japan football league,maruyasu okazaki,minebea mitsumi,H1 1.5,3.05,Sansabet,100,3.25,205.00,true,
216,2025-11-23 05:16:21.413417+00,Tennis,atp challenger yokohama,kaichi uchida,rei sakamoto,P3 T< 9.5,4.8,Sansabet,100,43.91,-100.00,true,
38,2025-11-23 04:44:39.900265+00,Soccer,japan football league,tiamo hirakata,reinmeer aomori,T> 4.5,3.25,Sansabet,100,3.13,225.00,true,
23,2025-11-23 04:25:13.118272+00,Soccer,japan football league,yscc yokohama,iwate grulla morioka,T> 2.5,3.2,Sansabet,100,5.67,220.00,true,
290,2025-11-23 04:24:02.895009+00,Soccer,japan j3 league,vanraure hachinohe,kamatamare sanuki,IT2> 1.5,2.75,Sansabet,100,7.88,-100.00,true,
78,2025-11-23 04:15:34.724436+00,Soccer,japan football league,criacao shinjuku,asuka,T> 2.5,3.2,Sansabet,100,4.77,-100.00,true,
1,2025-11-23 02:53:19.071217+00,Tennis,atp challenger playford,taisei ichikawa,emile hudd,P1 T> 8.5,1.83,Sansabet,100,3.06,-100.00,true,
34,2025-11-23 02:44:38.525012+00,Soccer,guatemala primera division de ascenso,chiquimulilla,deportivo san pedro,H1 -1.5,3.25,Sansabet,100,4.03,-100.00,true,
136,2025-11-23 02:42:50.677629+00,Tennis,atp challenger sydney,james duckworth,hayato matsuoka,T> 17.5,2.35,Sansabet,100,9.02,-100.00,true,
61,2025-11-23 02:15:15.306117+00,Soccer,australia a league,auckland,brisbane roar,IT2> 0.5,2.15,Sansabet,100,4.46,115.00,true,
64,2025-11-23 01:58:20.550085+00,Tennis,atp challenger playford,takuya kumasaka,matt hulme,P2 T< 9.5,2.4,Sansabet,100,5.34,-100.00,true,
54,2025-11-23 01:39:11.642126+00,Soccer,mexico liga de expansión mx,irapuato,atletico morelia,P1 T> 1.5,4.05,Sansabet,100,3.91,-100.00,true,
53,2025-11-23 01:36:39.650712+00,Soccer,colombia primera a,deportes tolima,atletico bucaramanga,T> 1.5,3.4,Sansabet,100,3.12,-100.00,true,
50,2025-11-23 01:32:19.35448+00,Soccer,mexico liga premier,lobos ulmx,club calor,2,4.65,Sansabet,100,5.21,365.00,true,
43,2025-11-23 01:00:05.884529+00,Soccer,brazil serie a,flamengo,bragantino,P1 T> 0.5,2.3,Sansabet,100,3.21,-100.00,true,
40,2025-11-23 00:47:53.422778+00,Soccer,new zealand national womens league,southern united,western springs,T< 4.5,2.95,Sansabet,100,4.18,-100.00,true,
39,2025-11-23 00:42:51.231688+00,Tennis,atp challenger playford,pavle marinkov,kody pearson,P2 1G 2.0,3.7,Sansabet,100,3.71,270.00,true,
30,2025-11-23 00:41:25.108675+00,Soccer,nicaragua primera division,diriangen,managua,T< 0.5,4.2,Sansabet,100,7.39,-100.00,true,
27,2025-11-23 00:28:06.571684+00,Soccer,argentina primera b nacional,estudiantes rio cuarto,deportivo madryn,T> 1.5,2.4,Sansabet,100,5.53,140.00,true,
123,2025-11-23 00:26:36.424989+00,Tennis,itf women chihuahua,mary stoiana,kayla cross,P2 T< 9.5,3.75,Sansabet,100,23.98,-100.00,true,
9,2025-11-23 00:25:30.394821+00,Soccer,bolivia primera division,jorge wilstermann,oriente petrolero,P1 H2 0.5,3.55,Sansabet,100,3.26,-100.00,true,
