id,created_at,sport,league,home_team,away_team,outcome,coefficient,bookmaker,stake,ev_profit,real_profit,is_live,strategy
335,2025-11-23 21:44:29.598474+00,Tennis,wta 125k colina,oleksandra oliynykova,leolia jeanjean,P1 T< 8.5,2,Sansabet,100,4.26,-100.00,true,
334,2025-11-23 21:31:33.262962+00,Soccer,peru liga 1,sport huancayo,cusco,2,2.35,Sansabet,100,14.59,135.00,true,
333,2025-11-23 21:14:34.44601+00,Soccer,france ligue 1,lille,paris,T< 2.5,2.4,Sansabet,100,5.05,-100.00,true,
331,2025-11-23 20:56:21.608688+00,Soccer,peru liga 1,cienciano,ayacucho,T> 2.5,3.8,Sansabet,100,7.10,280.00,true,
330,2025-11-23 20:45:43.146933+00,Soccer,brazil serie b,botafogo sp,avai,T> 1.5,3.05,Sansabet,100,4.29,-100.00,true,
328,2025-11-23 20:37:58.944496+00,Soccer,spain segunda division,malaga,mirandes,P1 T> 2.5,3.55,Sansabet,100,4.64,-100.00,true,
241,2025-11-23 20:26:23.586029+00,Soccer,peru liga 1,alianza lima,utc de cajamarca,P1 H1 -1.5,2.2,Sansabet,100,3.70,120.00,true,
246,2025-11-23 20:25:40.683263+00,Soccer,caf confederation cup,zamalek,zesco united,T> 2.5,3.75,Sansabet,100,4.41,-100.00,true,
189,2025-11-23 20:14:44.127274+00,Soccer,caf confederation cup,usm alger,san pedro,IT1< 1.5,2.7,Sansabet,100,4.26,-100.00,true,
176,2025-11-23 20:13:38.00117+00,Soccer,italy serie c group b,sambenedettese,pineto,IT2> 0.5,2.55,Sansabet,100,3.43,155.00,true,
188,2025-11-23 20:12:45.871515+00,Soccer,brazil serie b,athletic club,paysandu,P1 T> 1.5,3.75,Sansabet,100,3.74,-100.00,true,
215,2025-11-23 20:11:57.88628+00,Soccer,brazil serie b,athletico paranaense,america mineiro,IT2> 0.5,4.5,Sansabet,100,6.85,-100.00,true,
164,2025-11-23 20:08:41.873771+00,Tennis,atp challenger bogota,ryan dickerson,nicolas buitrago,T> 21.5,2.3,Sansabet,100,23.20,-100.00,true,
183,2025-11-23 20:08:16.080628+00,Soccer,bolivia primera division,always ready,club bolivar,P1 T> 0.5,2.4,Sansabet,100,3.33,-100.00,true,
162,2025-11-23 20:07:31.608396+00,Soccer,brazil serie b,cuiaba,criciuma,P1 T> 0.5,3.35,Sansabet,100,3.10,-100.00,true,
120,2025-11-23 19:43:20.794866+00,Soccer,andorra premier division,santa coloma,ordino,H1 -1.5,3.2,Sansabet,100,3.72,220.00,true,
77,2025-11-23 19:38:00.620757+00,Soccer,italy serie c group a,lecco,cittadella,T> 2.5,3.15,Sansabet,100,3.20,-100.00,true,
67,2025-11-23 19:36:50.537389+00,Soccer,caf confederation cup,wydad ac,nairobi united,P1 T> 1.5,2.35,Sansabet,100,3.15,135.00,true,
55,2025-11-23 19:19:23.787377+00,Tennis,atp challenger guayaquil,juan pablo varillas,adolfo daniel vallejo,P1 1G 4.0,1.63,Sansabet,100,6.52,63.00,true,
45,2025-11-23 19:12:21.705765+00,Soccer,brazil copa santa catarina,figueirense,joinville,T> 2.5,3.2,Sansabet,100,4.48,220.00,true,
26,2025-11-23 19:04:03.124653+00,Soccer,norway eliteserien,fredrikstad,viking,T< 1.5,2.2,Sansabet,100,3.53,120.00,true,
15,2025-11-23 18:56:10.792267+00,Soccer,belgium pro league,oudheverlee leuven,sint truidense,P1 T> 1.5,4,Sansabet,100,4.15,300.00,true,
327,2025-11-23 18:47:04.458201+00,Soccer,spain segunda division,burgos,racing santander,IT1> 0.5,2.15,Sansabet,100,3.48,-100.00,true,
113,2025-11-23 18:36:17.993484+00,Soccer,egypt premier league,petrojet,haras el hodood,P1 T> 1.5,3.85,Sansabet,100,3.24,-100.00,true,
126,2025-11-23 18:35:12.044243+00,Soccer,greece super league,paok,ae kifisia,H1 -1.5,2.55,Sansabet,100,6.36,155.00,true,
101,2025-11-23 18:34:06.037775+00,Soccer,egypt premier league,kahraba ismailia,zed,P1 T> 0.5,3.3,Sansabet,100,4.88,230.00,true,
41,2025-11-23 18:30:25.686417+00,Soccer,ecuador serie a,macara,delfin,P1 T> 0.5,2.6,Sansabet,100,3.85,160.00,true,
19,2025-11-23 18:21:57.474471+00,Soccer,denmark superliga,sonderjyske,midtjylland,T> 3.5,3.4,Sansabet,100,4.04,-100.00,true,
309,2025-11-23 18:15:07.099618+00,Tennis,atp challenger bogota,peter bertran,valentin basel,P2 T> 9.5,2.2,Sansabet,100,3.13,120.00,true,
321,2025-11-23 18:13:43.068834+00,Soccer,portugal cup,tondela,caldas,T> 1.5,3.1,Sansabet,100,3.72,-100.00,true,
318,2025-11-23 18:12:59.120475+00,Soccer,russia premier league,lokomotiv moscow,krasnodar,T> 3.5,3.9,Sansabet,100,3.73,-100.00,true,
314,2025-11-23 18:12:10.985582+00,Soccer,saudi arabia pro league,alnassr,alkhaleej,P1 T> 1.5,4.85,Sansabet,100,21.14,385.00,true,
316,2025-11-23 18:11:23.11425+00,Soccer,spain primera rfef group 2,ud ibiza,ce europa,T< 0.5,4.55,Sansabet,100,6.13,-100.00,true,
308,2025-11-23 18:08:47.015555+00,Tennis,wta 125k buenos aires,katarina jokic,valeriya strakhova,P1 T> 8.5,1.85,Sansabet,100,6.57,85.00,true,
302,2025-11-23 18:08:14.890111+00,Soccer,italy serie a,lazio,lecce,T> 2.5,3.6,Sansabet,100,4.12,-100.00,true,
295,2025-11-23 18:02:12.723964+00,Soccer,czech republic first liga,slovacko,zlin,T> 1.5,2.45,Sansabet,100,3.07,145.00,true,
282,2025-11-23 17:38:19.776251+00,Soccer,belgium super league women,genk,anderlecht,P1 IT2< 0.5,3.2,Sansabet,100,3.12,-100.00,true,
275,2025-11-23 17:37:21.572872+00,Soccer,guatemala primera division de ascenso,nueva santa rosa,quiche,P1 T> 0.5,3.3,Sansabet,100,3.76,-100.00,true,
121,2025-11-23 17:35:09.61741+00,Soccer,bosnia and herzegovina premier liga,siroki brijeg,borac banja luka,IT1> 1.5,4.1,Sansabet,100,3.89,-100.00,true,
272,2025-11-23 17:32:17.391315+00,Soccer,spain segunda rfef group 4,aguilas,estepona,H1 -2.5,4.35,Sansabet,100,3.18,-100.00,true,
277,2025-11-23 17:28:53.311823+00,Tennis,atp challenger maia,tiago cacao,cezar cretu,T< 17.5,2.25,Sansabet,100,10.79,125.00,true,
221,2025-11-23 17:18:48.827292+00,Soccer,slovakia super liga,dac 1904,tatran presov,T< 1.5,3.65,Sansabet,100,4.11,265.00,true,
214,2025-11-23 17:17:12.809932+00,Soccer,turkey 1st league,esenler erokspor,sivasspor,T> 1.5,3.45,Sansabet,100,3.66,245.00,true,
192,2025-11-23 17:14:20.712775+00,Soccer,spain tercera division,lleida,cornella,T> 2.5,3.1,Sansabet,100,4.27,-100.00,true,
180,2025-11-23 17:09:44.943449+00,Soccer,qatar stars league,qatar,al arabi doha,P1 T> 2.5,3.7,Sansabet,100,3.87,270.00,true,
175,2025-11-23 17:07:46.437418+00,Soccer,morocco botola 2,kac kenitra,massira,X,2.8,Sansabet,100,3.68,-100.00,true,
172,2025-11-23 17:05:56.358178+00,Soccer,poland ekstraklasa,widzew lodz,korona kielce,P1 T> 2.5,3.15,Sansabet,100,3.37,-100.00,true,
171,2025-11-23 17:04:36.387108+00,Soccer,portugal cup,santa clara,comercio industria,T< 2.5,3.05,Sansabet,100,3.01,-100.00,true,
156,2025-11-23 16:52:05.870139+00,Tennis,atp challenger bogota,karl poling,davide pontoglio,T> 30.5,2.15,Sansabet,100,8.26,-100.00,true,
85,2025-11-23 16:50:51.751265+00,Soccer,senegal ligue 1,ouakam,asc camberene,X,2.65,Sansabet,100,3.09,165.00,true,
148,2025-11-23 16:47:29.627805+00,Soccer,serbia super liga,javor ivanjica,crvena zvezda,T< 1.5,1.98,Sansabet,100,5.31,98.00,true,
135,2025-11-23 16:44:43.491618+00,Soccer,spain segunda rfef group 3,reus reddis,barbastro,IT2> 0.5,3.6,Sansabet,100,3.97,-100.00,true,
134,2025-11-23 16:44:01.524526+00,Soccer,germany bundesliga 3,erzgebirge aue,stuttgart ii,T> 1.5,3.4,Sansabet,100,3.87,-100.00,true,
270,2025-11-23 16:43:17.464998+00,Soccer,spain primera division women,real madrid,eibar,H1 -2.5,3.4,Sansabet,100,4.21,240.00,true,
267,2025-11-23 16:41:59.429283+00,Tennis,davis cup world,flavio cobolli,jaume munar,P2 T> 10.5,3.45,Sansabet,100,3.10,245.00,true,
130,2025-11-23 16:40:51.393427+00,Soccer,portugal cup,farense,silves,H1 -3.5,2.95,Sansabet,100,3.22,195.00,true,
261,2025-11-23 16:38:55.502957+00,Tennis,itf men austin,lui maxted,andreja petrovic,P1 T> 8.5,3.1,Sansabet,100,35.28,-100.00,true,
255,2025-11-23 16:36:37.440121+00,Soccer,serbia prva liga,jedinstvo ub,tekstilac odzaci,H1 -2.5,4.25,Sansabet,100,3.15,-100.00,true,
81,2025-11-23 16:33:53.138051+00,Soccer,ghana premier league,hohoe united,techiman eleven wonders,H1 -1.5,2.55,Sansabet,100,9.69,-100.00,true,
190,2025-11-23 16:30:02.951386+00,Tennis,itf women boca raton,akasha urhobo,francesca pace,P1 T> 8.5,1.53,Sansabet,100,5.44,53.00,true,
245,2025-11-23 16:28:38.910521+00,Soccer,france ligue 1,toulouse,angers,IT2> 0.5,2.2,Sansabet,100,3.36,120.00,true,
57,2025-11-23 16:26:56.926361+00,Tennis,wta 125k buenos aires,ayana akli,maria florencia urrutia,T< 18.5,2.2,Sansabet,100,3.42,120.00,true,
52,2025-11-23 16:13:14.306622+00,Soccer,germany bundesliga women,hoffenheim,bayern munich,H2 -4.5,3.4,Sansabet,100,4.47,-100.00,true,
191,2025-11-23 16:08:08.155074+00,Soccer,caf confederation cup,djoliba ac,olympic safi,P1 H1 -0.5,3,Sansabet,100,4.44,-100.00,true,
177,2025-11-23 16:01:29.794569+00,Tennis,itf men tallahassee,keegan smith,ryan fishback,P2 T< 8.5,4.45,Sansabet,100,25.22,-100.00,true,
187,2025-11-23 16:00:53.818233+00,Soccer,spain la liga,real betis,girona,IT2> 1.5,2.35,Sansabet,100,4.60,-100.00,true,
159,2025-11-23 15:53:13.479119+00,Soccer,portugal liga 2,maritimo,penafiel,H1 -1.5,2.15,Sansabet,100,4.03,-100.00,true,
124,2025-11-23 15:50:43.371352+00,Tennis,atp challenger maia,carlos sanchez jover,giuseppe la vela,P2 T< 8.5,2.25,Sansabet,100,3.05,-100.00,true,
105,2025-11-23 15:46:19.20595+00,Soccer,saudi arabia division 1,alwehda,alzulfi,P1 T> 1.5,2.45,Sansabet,100,3.87,-100.00,true,
5,2025-11-23 15:44:53.095287+00,Tennis,atp challenger bogota,gerard campana lee,sergio luis hernandez ramirez,T> 18.5,2.1,Sansabet,100,4.75,-100.00,true,
4,2025-11-23 15:44:07.167081+00,Soccer,egypt premier league,al ittihad al sakandary,el gounah,H2 -0.5,2.6,Sansabet,100,14.13,160.00,true,
75,2025-11-23 15:37:32.884789+00,Soccer,cyprus 1st division,enosis neon paralimni,anorthosis famagusta,IT1> 1.5,3.4,Sansabet,100,3.19,240.00,true,
140,2025-11-23 15:36:26.919659+00,Soccer,chile primera b,antofagasta,deportes concepcion,P1 T> 0.5,2.75,Sansabet,100,3.57,-100.00,true,
139,2025-11-23 15:33:12.856464+00,Soccer,england league cup women,newcastle united,everton,H2 -3.5,3.1,Sansabet,100,3.92,-100.00,true,
2,2025-11-23 15:27:26.709663+00,Soccer,england league cup women,bristol city,tottenham hotspur,T< 1.5,3.45,Sansabet,100,3.07,245.00,true,
18,2025-11-23 15:24:22.436604+00,Soccer,turkey super league,besiktas,samsunspor,T> 2.5,3.05,Sansabet,100,5.87,-100.00,true,
33,2025-11-23 15:21:10.286423+00,Soccer,nigeria npfl,nasarawa united,el kanemi warriors,P1 T> 0.5,2.15,Sansabet,100,3.60,115.00,true,
220,2025-11-23 15:18:18.19723+00,Soccer,russia premier league,dynamo moscow,dynamo makhachkala,T< 1.5,4.25,Sansabet,100,3.96,-100.00,true,
13,2025-11-23 15:15:30.058619+00,Soccer,poland 2nd liga,sandecja nowy sacz,podbeskidzie bielskobiala,T> 1.5,3.35,Sansabet,100,3.93,-100.00,true,
8,2025-11-23 15:13:54.019596+00,Soccer,portugal cup,vila mea,leixoes,IT2> 1.5,2.7,Sansabet,100,5.84,-100.00,true,
170,2025-11-23 15:13:32.119701+00,Tennis,atp challenger bergamo,marko topo,francesco maestrelli,P1 T> 10.5,3.15,Sansabet,100,5.09,-100.00,true,
193,2025-11-23 15:11:07.921433+00,Tennis,itf women petange,jeline vandromme,eva bennemann,P1 T> 8.5,2.5,Sansabet,100,11.40,150.00,true,
304,2025-11-23 15:09:19.79829+00,Soccer,slovakia super liga,zemplin michalovce,ruzomberok,P1 T> 2.5,3.55,Sansabet,100,3.30,-100.00,true,
198,2025-11-23 15:07:07.773776+00,Soccer,nigeria npfl,remo stars,barau,IT2> 0.5,2.7,Sansabet,100,6.15,-100.00,true,
303,2025-11-23 15:06:41.800723+00,Soccer,france u19 league,dijon,schiltigheim,H1 -3.5,3.05,Sansabet,100,4.18,-100.00,true,
300,2025-11-23 15:02:59.492781+00,Soccer,italy serie d group g,sassari latte dolce,nocerina,H2 -2.5,3,Sansabet,100,3.77,200.00,true,
161,2025-11-23 14:43:30.836254+00,Tennis,atp challenger maia,lilian marmousez,leo raquillet,P1 T> 7.5,2.9,Sansabet,100,6.75,-100.00,true,
287,2025-11-23 14:42:30.830049+00,Soccer,italy serie d group i,athletic club palermo,gelbison,H1 -2.5,2.45,Sansabet,100,3.02,145.00,true,
280,2025-11-23 14:39:52.642247+00,Soccer,italy serie d group g,scafatese,trastevere,IT2> 0.5,4.15,Sansabet,100,3.98,315.00,true,
132,2025-11-23 14:37:46.5969+00,Soccer,tunisia league 1,stade tunisien,as gabes,H1 -3.5,3.3,Sansabet,100,3.18,230.00,true,
278,2025-11-23 14:36:24.504313+00,Soccer,italy serie c group a,brescia,vicenza,T> 2.5,3.15,Sansabet,100,3.01,-100.00,true,
276,2025-11-23 14:34:52.497175+00,Soccer,brazil paulista women,ferroviaria sp,palmeiras,P1 T> 0.5,2.75,Sansabet,100,7.51,-100.00,true,
84,2025-11-23 14:32:22.378393+00,Soccer,greece super league 2,pas giannina,makedonikos,H1 -1.5,3,Sansabet,100,3.27,-100.00,true,
262,2025-11-23 14:22:28.009519+00,Soccer,italy serie d group i,messina,savoia,T> 2.5,3.2,Sansabet,100,3.13,-100.00,true,
21,2025-11-23 14:20:01.947745+00,Tennis,davis cup world,matteo berrettini,pablo carreno busta,P1 T> 10.5,2.5,Sansabet,100,6.57,-100.00,true,
208,2025-11-23 14:17:59.896402+00,Soccer,austria bundesliga,sturm graz,lask linz,IT2< 2.5,2.2,Sansabet,100,4.36,-100.00,true,
252,2025-11-23 14:17:49.907955+00,Soccer,austria bundesliga women,sturm graz,sudburgenland / hartberg,H1 -2.5,3,Sansabet,100,4.44,-100.00,true,
211,2025-11-23 14:17:13.78673+00,Soccer,ukraine premier league,polissya zhytomyr,epitsentr kamianetspodilskyi,IT2> 0.5,4.2,Sansabet,100,5.54,-100.00,true,
244,2025-11-23 14:17:03.822548+00,Soccer,italy serie d group i,vigor lamezia,milazzo,T> 2.5,3.2,Sansabet,100,3.41,-100.00,true,
243,2025-11-23 14:16:47.855696+00,Soccer,italy serie d group f,sammaurese,termoli,IT1> 0.5,3.35,Sansabet,100,4.51,-100.00,true,
197,2025-11-23 14:08:49.51218+00,Soccer,italy serie d group e,trestina,terranuova traiana,IT1> 1.5,3.7,Sansabet,100,11.61,-100.00,true,
194,2025-11-23 14:07:45.406102+00,Tennis,atp challenger maia,alejo sanchez quilez,stefan palosi,P2 T> 8.5,2,Sansabet,100,20.78,-100.00,true,
153,2025-11-23 14:04:37.702165+00,Soccer,slovenia u19 league,radomlje,ilirija 1911,H1 -3.5,4.1,Sansabet,100,3.09,-100.00,true,
186,2025-11-23 14:01:57.231405+00,Soccer,spain la liga,real oviedo,rayo vallecano,IT1> 0.5,2.45,Sansabet,100,4.49,-100.00,true,
106,2025-11-23 13:55:35.024819+00,Soccer,germany bundesliga 2,kaiserslautern,holstein kiel,IT2> 1.5,4,Sansabet,100,3.99,-100.00,true,
181,2025-11-23 13:50:54.77021+00,Soccer,italy serie d group b,vogherese,chievo,T> 2.5,3.2,Sansabet,100,4.51,-100.00,true,
96,2025-11-23 13:49:40.796675+00,Soccer,caf champions league,simba,atletico petroleos de luanda,T> 1.5,3.3,Sansabet,100,5.21,-100.00,true,
179,2025-11-23 13:49:00.809786+00,Soccer,italy serie d group e,tau altopascio,scandicci,T> 2.5,3.1,Sansabet,100,3.05,210.00,true,
94,2025-11-23 13:48:48.793656+00,Soccer,italy serie d group a,lavagnese,gozzano,T> 2.5,3.35,Sansabet,100,4.70,-100.00,true,
160,2025-11-23 13:48:18.771828+00,Soccer,italy serie d group e,camaiore,follonica gavorrano,P1 H2 0.5,2.8,Sansabet,100,3.06,180.00,true,
48,2025-11-23 13:48:04.767463+00,Soccer,italy serie d group b,real calepina,oltrepo,T> 2.5,3.2,Sansabet,100,3.70,220.00,true,
163,2025-11-23 13:44:16.572257+00,Soccer,algeria ligue 2,msp batna,ib khemis el khechna,IT2> 1.5,3.25,Sansabet,100,3.18,-100.00,true,
158,2025-11-23 13:44:02.550574+00,Soccer,jordan 1st division,al tora,sama,T> 1.5,3.1,Sansabet,100,3.34,210.00,true,
151,2025-11-23 13:42:12.504298+00,Soccer,rwanda premier league,rayon sports,kigali,IT2> 0.5,3.5,Sansabet,100,3.13,250.00,true,
137,2025-11-23 13:41:52.472349+00,Soccer,italy serie c group b,ascoli,arezzo,T> 2.5,3.75,Sansabet,100,3.23,-100.00,true,
264,2025-11-23 13:41:32.470346+00,Soccer,france u19 league,nice,olympique rovenain,P1 H1 -1.5,2.35,Sansabet,100,3.16,-100.00,true,
258,2025-11-23 13:39:06.379046+00,Soccer,switzerland super league,sion,zurich,P1 T> 1.5,3.7,Sansabet,100,3.65,270.00,true,
257,2025-11-23 13:38:26.321338+00,Soccer,spain tercera division,logrones ii,pradejon,IT2> 0.5,3.7,Sansabet,100,3.24,-100.00,true,
251,2025-11-23 13:36:08.171323+00,Soccer,belarus premier league,torpedo zhodino,isloch minsk,T< 0.5,4.35,Sansabet,100,3.25,335.00,true,
250,2025-11-23 13:35:04.196865+00,Soccer,greece super league 2,egaleo,panargiakos,IT2> 0.5,3.6,Sansabet,100,5.49,-100.00,true,
249,2025-11-23 13:34:26.242755+00,Soccer,belgium pro league,genk,mechelen,IT2> 1.5,2.5,Sansabet,100,3.98,-100.00,true,
90,2025-11-23 13:26:11.994881+00,Tennis,itf men vale do lobo,alastair gray,georgii kravchenko,T> 17.5,2.05,Sansabet,100,4.67,-100.00,true,
240,2025-11-23 13:23:07.755959+00,Soccer,vietnam cup,hai phong,phu dong,T> 2.5,3.35,Sansabet,100,3.72,235.00,true,
25,2025-11-23 13:20:59.676259+00,Soccer,turkey super league women,cekmekoy,fenerbahce,T> 4.5,3.55,Sansabet,100,3.44,255.00,true,
56,2025-11-23 13:17:35.492091+00,Soccer,serbia prva liga,smederevo,dubocica,H1 -2.5,2.65,Sansabet,100,3.09,165.00,true,
238,2025-11-23 13:17:19.523035+00,Soccer,sweden superettan,utsiktens,norrby,T> 1.5,3.35,Sansabet,100,4.09,235.00,true,
219,2025-11-23 13:08:51.132888+00,Soccer,caf confederation cup,maniema union,azam,T< 1.5,3.55,Sansabet,100,4.06,-100.00,true,
217,2025-11-23 13:08:11.152738+00,Soccer,caf confederation cup,stellenbosch,as otoho,IT1< 1.5,2.35,Sansabet,100,3.65,135.00,true,
157,2025-11-23 13:05:37.030418+00,Soccer,germany bundesliga 3,1860 munich,saarbrucken,P1 T> 1.5,3.15,Sansabet,100,3.02,-100.00,true,
230,2025-11-23 13:04:54.987463+00,Tennis,atp challenger maia,alexey vatutin,tomas antonio serrano luis,P2 T> 8.5,2.3,Sansabet,100,3.84,130.00,true,
150,2025-11-23 12:59:56.874676+00,Soccer,spain tercera division,lenense,caudal deportivo,H2 -1.5,3.05,Sansabet,100,3.31,-100.00,true,
224,2025-11-23 12:56:44.717258+00,Tennis,atp challenger manama,matthew summers,sergey betov,P1 T> 8.5,2.9,Sansabet,100,5.35,190.00,true,
118,2025-11-23 12:48:36.3929+00,Soccer,indonesia championship,persiba balikpapan,psis semarang,IT2> 0.5,3.9,Sansabet,100,4.43,290.00,true,
141,2025-11-23 12:42:24.154041+00,Soccer,russia premier league,nizhny novgorod,zenit,T> 2.5,3.6,Sansabet,100,5.06,-100.00,true,
69,2025-11-23 12:39:16.000973+00,Soccer,indonesia super league,bali united,persis solo,P1 T> 0.5,3.55,Sansabet,100,3.84,-100.00,true,
63,2025-11-23 12:34:07.848815+00,Soccer,spain tercera division,atletico albacete,sonseca,H1 -2.5,2.05,Sansabet,100,3.37,105.00,true,
58,2025-11-23 12:33:03.772705+00,Soccer,vietnam cup,cong an ha noi,viettel,T> 2.5,3.2,Sansabet,100,3.38,220.00,true,
24,2025-11-23 12:30:39.695911+00,Soccer,spain segunda rfef group 5,rsd alcala sad,rayo majadahonda,H2 -2.5,3,Sansabet,100,3.27,-100.00,true,
119,2025-11-23 12:26:57.521135+00,Soccer,spain tercera division,badajoz,villanovense,H1 -1.5,2.85,Sansabet,100,3.11,-100.00,true,
232,2025-11-23 12:18:43.187029+00,Tennis,atp challenger montemar,gianluca cadenasso,zdenek kolar,1,3.85,Sansabet,100,117.59,-100.00,true,
231,2025-11-23 12:15:49.056549+00,Soccer,czech republic first liga,mfk karvina,hradec kralove,T< 2.5,3.7,Sansabet,100,5.32,-100.00,true,
109,2025-11-23 12:15:05.084789+00,Soccer,italy serie a,hellas verona,parma,IT2< 1.5,1.83,Sansabet,100,3.22,-100.00,true,
229,2025-11-23 12:14:25.012289+00,Soccer,spain tercera division,berceo,anguiano,IT1> 1.5,3.3,Sansabet,100,3.42,-100.00,true,
100,2025-11-23 12:10:04.870658+00,Soccer,spain primera division women,udg tenerife,atletico madrid,T> 2.5,3.2,Sansabet,100,7.43,220.00,true,
202,2025-11-23 12:05:34.735523+00,Soccer,chinese taipei premier league,tainan city,taipower,H1 -3.5,3.3,Sansabet,100,3.53,-100.00,true,
92,2025-11-23 12:02:38.653279+00,Soccer,turkey super league,goztepe,kocaelispor,T> 1.5,2.35,Sansabet,100,4.16,-100.00,true,
87,2025-11-23 11:58:56.47041+00,Soccer,thailand league 1,kanchanaburi,rayong,T> 2.5,3.2,Sansabet,100,3.31,-100.00,true,
169,2025-11-23 11:43:25.869223+00,Soccer,turkey super league women,1207 antalyaspor,besiktas,H2 -3.5,4.1,Sansabet,100,3.73,310.00,true,
168,2025-11-23 11:41:31.962205+00,Soccer,thailand league 1,sukhothai,chonburi,IT1> 2.5,2.55,Sansabet,100,3.72,-100.00,true,
152,2025-11-23 11:37:57.704656+00,Soccer,thailand league 1,nakhon ratchasima,ayutthaya united,P1 T> 1.5,3.65,Sansabet,100,6.14,-100.00,true,
149,2025-11-23 11:37:11.821833+00,Soccer,thailand league 2,bangkok,chanthaburi,P1 T> 1.5,3.45,Sansabet,100,5.50,-100.00,true,
207,2025-11-23 11:36:15.658323+00,Tennis,itf men heraklion,ioannis xilas,philip henning,P2 T< 7.5,2.75,Sansabet,100,13.71,-100.00,true,
203,2025-11-23 11:31:41.532568+00,Tennis,atp challenger manama,aziz ouakaa,oren vasser,P1 T< 9.5,1.6,Sansabet,100,4.43,-100.00,true,
32,2025-11-23 11:29:31.349378+00,Soccer,cambodia premier league,nagaworld,svay rieng,P1 H2 0.5,2.95,Sansabet,100,3.81,195.00,true,
22,2025-11-23 11:24:41.482544+00,Tennis,itf women trnava,lucie havlickova,elizara yaneva,T> 28.5,2.25,Sansabet,100,4.31,-100.00,true,
65,2025-11-23 11:22:11.036288+00,Soccer,spain segunda rfef group 5,coria,las palmas atletico,T> 2.5,3.15,Sansabet,100,4.23,-100.00,true,
46,2025-11-23 11:20:59.050137+00,Soccer,spain segunda rfef group 4,extremadura,almeria ii,T> 2.5,3.15,Sansabet,100,4.56,215.00,true,
196,2025-11-23 11:10:26.634882+00,Soccer,spain tercera division,l`hospitalet,ue vic,T< 1.5,3.55,Sansabet,100,3.64,-100.00,true,
195,2025-11-23 11:10:00.588918+00,Soccer,spain segunda rfef group 4,ucam murcia,minera,IT2> 0.5,2.35,Sansabet,100,3.41,135.00,true,
125,2025-11-23 11:09:38.592141+00,Soccer,kenya premier league,kakamega homeboyz,posta rangers,IT2> 0.5,3,Sansabet,100,5.07,-100.00,true,
116,2025-11-23 10:50:15.757975+00,Soccer,spain tercera division,zamudio,lagun onak,T> 2.5,3.15,Sansabet,100,3.37,-100.00,true,
173,2025-11-23 10:45:03.593087+00,Soccer,turkey 1st league,umraniyespor,bodrumspor,T> 2.5,2.55,Sansabet,100,13.66,-100.00,true,
107,2025-11-23 10:41:35.406122+00,Tennis,itf women heraklion,eliska tichackova,natalija senic,P3 2G 3.0,2.05,Sansabet,100,3.98,-100.00,true,
104,2025-11-23 09:57:05.499237+00,Soccer,thailand league 3,kasem bundit university,prime bangkok,IT1> 1.5,4.45,Sansabet,100,3.45,-100.00,true,
99,2025-11-23 09:53:57.385909+00,Soccer,indonesia championship,persiku kudus,persela lamongan,IT1> 1.5,3.85,Sansabet,100,3.45,-100.00,true,
142,2025-11-23 09:43:48.941966+00,Soccer,spain tercera division,real murcia ii,bala azul,IT2> 0.5,3.4,Sansabet,100,6.59,240.00,true,
89,2025-11-23 09:39:28.61507+00,Soccer,thailand league 3,vrn muangnont,hua hin city,H1 0.5,2.5,Sansabet,100,3.13,150.00,true,
138,2025-11-23 09:39:06.640786+00,Soccer,south africa diski challenge u23,mamelodi sundowns,polokwane city,H1 -4.5,2.65,Sansabet,100,3.09,-100.00,true,
88,2025-11-23 09:38:14.572152+00,Soccer,hong kong hkfa 1. division,lucky mile,shatin,IT1< 1.5,1.95,Sansabet,100,3.13,-100.00,true,
83,2025-11-23 09:31:30.445158+00,Soccer,malaysia super league,imigresen,pdrm,P1 T> 1.5,2.3,Sansabet,100,3.39,130.00,true,
82,2025-11-23 09:29:29.16169+00,Soccer,south africa diski challenge u23,magesi,stellenbosch,IT1> 2.5,3.85,Sansabet,100,4.42,285.00,true,
70,2025-11-23 09:21:15.968152+00,Tennis,atp challenger manama,oliver bonding,matisse bobichon,P2 T< 8.5,3.55,Sansabet,100,5.40,-100.00,true,
112,2025-11-23 09:13:19.697666+00,Soccer,hong kong hkfa 1. division,south china,3 sing,H1 -2.5,2.95,Sansabet,100,4.41,195.00,true,
111,2025-11-23 09:11:01.461673+00,Soccer,hong kong hkfa 1. division,wse,yuen long,H1 -3.5,4.35,Sansabet,100,7.25,335.00,true,
59,2025-11-23 08:52:06.730284+00,Tennis,itf men antalya,felix gill,samuele pieri,P1 T> 9.5,2.9,Sansabet,100,16.62,-100.00,true,
117,2025-11-23 08:03:38.375336+00,Soccer,chinese taipei premier league,taichung futuro,ac taipei,IT1> 1.5,3.15,Sansabet,100,3.39,-100.00,true,
49,2025-11-23 07:59:06.201094+00,Tennis,atp challenger manama,ivan marrero curbelo,michael zhu,P2 T< 7.5,2.55,Sansabet,100,4.20,-100.00,true,
42,2025-11-23 07:49:43.797825+00,Soccer,russia first league,yenisey krasnoyarsk,rodina moscow,T> 1.5,3.8,Sansabet,100,4.39,-100.00,true,
79,2025-11-23 06:25:28.383427+00,Soccer,japan j2 league,blaublitz akita,vegalta sendai,T> 1.5,4,Sansabet,100,3.04,-100.00,true,
