ставка_№,банк_до,пик_до,ставка_абс,ставка_%живого,исход,банк_после,DD_от_пика_%
358,1152.6970,1188.3377,11.5270,1.0000,WIN,1164.2240,-3.00
359,1164.2240,1188.3377,11.6422,1.0000,WIN,1175.8662,-2.03
360,1175.8662,1188.3377,11.7587,1.0000,LOSS,1164.1076,-1.05
361,1164.1076,1188.3377,11.6411,1.0000,WIN,1175.7487,-2.04
362,1175.7487,1188.3377,11.7575,1.0000,LOSS,1163.9912,-1.06
363,1163.9912,1188.3377,11.6399,1.0000,WIN,1175.6311,-2.05
364,1175.6311,1188.3377,11.7563,1.0000,WIN,1187.3874,-1.07
365,1187.3874,1188.3377,11.8739,1.0000,LOSS,1175.5135,-0.08
366,1175.5135,1188.3377,11.7551,1.0000,WIN,1187.2686,-1.08
367,1187.2686,1188.3377,11.8727,1.0000,WIN,1199.1413,-0.09
368,1199.1413,1199.1413,11.9914,1.0000,LOSS,1187.1499,0.00
369,1187.1499,1199.1413,11.8715,1.0000,WIN,1199.0214,-1.00
370,1199.0214,1199.1413,11.9902,1.0000,LOSS,1187.0312,-0.01
371,1187.0312,1199.1413,11.8703,1.0000,WIN,1198.9015,-1.01
372,1198.9015,1199.1413,11.9890,1.0000,LOSS,1186.9125,-0.02
373,1186.9125,1199.1413,11.8691,1.0000,LOSS,1175.0434,-1.02
374,1175.0434,1199.1413,11.7504,1.0000,WIN,1186.7938,-2.01
375,1186.7938,1199.1413,11.8679,1.0000,WIN,1198.6618,-1.03
376,1198.6618,1199.1413,11.9866,1.0000,WIN,1210.6484,-0.04
377,1210.6484,1210.6484,12.1065,1.0000,LOSS,1198.5419,0.00
378,1198.5419,1210.6484,11.9854,1.0000,WIN,1210.5273,-1.00
379,1210.5273,1210.6484,12.1053,1.0000,LOSS,1198.4220,-0.01
380,1198.4220,1210.6484,11.9842,1.0000,WIN,1210.4063,-1.01
381,1210.4063,1210.6484,12.1041,1.0000,LOSS,1198.3022,-0.02
382,1198.3022,1210.6484,11.9830,1.0000,WIN,1210.2852,-1.02
383,1210.2852,1210.6484,12.1029,1.0000,WIN,1222.3881,-0.03
384,1222.3881,1222.3881,12.2239,1.0000,LOSS,1210.1642,0.00
385,1210.1642,1222.3881,12.1016,1.0000,LOSS,1198.0625,-1.00
386,1198.0625,1222.3881,11.9806,1.0000,WIN,1210.0432,-1.99
387,1210.0432,1222.3881,12.1004,1.0000,LOSS,1197.9427,-1.01
388,1197.9427,1222.3881,11.9794,1.0000,WIN,1209.9222,-2.00
389,1209.9222,1222.3881,12.0992,1.0000,LOSS,1197.8229,-1.02
390,1197.8229,1222.3881,11.9782,1.0000,LOSS,1185.8447,-2.01
391,1185.8447,1222.3881,11.8584,1.0000,LOSS,1173.9863,-2.99
392,1173.9863,1222.3881,11.7399,1.0000,WIN,1185.7261,-3.96
393,1185.7261,1222.3881,11.8573,1.0000,WIN,1197.5834,-3.00
394,1197.5834,1222.3881,11.9758,1.0000,WIN,1209.5592,-2.03
395,1209.5592,1222.3881,12.0956,1.0000,LOSS,1197.4636,-1.05
396,1197.4636,1222.3881,11.9746,1.0000,LOSS,1185.4890,-2.04
397,1185.4890,1222.3881,11.8549,1.0000,LOSS,1173.6341,-3.02
398,1173.6341,1222.3881,11.7363,1.0000,LOSS,1161.8978,-3.99
399,1161.8978,1222.3881,11.6190,1.0000,LOSS,1150.2788,-4.95
400,1150.2788,1222.3881,11.5028,1.0000,LOSS,1138.7760,-5.90
401,1138.7760,1222.3881,11.3878,1.0000,LOSS,1127.3882,-6.84
402,1127.3882,1222.3881,11.2739,1.0000,WIN,1138.6621,-7.77
403,1138.6621,1222.3881,11.3866,1.0000,LOSS,1127.2755,-6.85
404,1127.2755,1222.3881,11.2728,1.0000,LOSS,1116.0027,-7.78
405,1116.0027,1222.3881,11.1600,1.0000,WIN,1127.1628,-8.70
406,1127.1628,1222.3881,11.2716,1.0000,LOSS,1115.8911,-7.79
407,1115.8911,1222.3881,11.1589,1.0000,WIN,1127.0501,-8.71
408,1127.0501,1222.3881,11.2705,1.0000,WIN,1138.3206,-7.80
409,1138.3206,1222.3881,11.3832,1.0000,LOSS,1126.9373,-6.88
410,1126.9373,1222.3881,11.2694,1.0000,WIN,1138.2067,-7.81
411,1138.2067,1222.3881,11.3821,1.0000,WIN,1149.5888,-6.89
412,1149.5888,1222.3881,11.4959,1.0000,WIN,1161.0847,-5.96
413,1161.0847,1222.3881,11.6108,1.0000,LOSS,1149.4738,-5.02
414,1149.4738,1222.3881,11.4947,1.0000,WIN,1160.9686,-5.96
415,1160.9686,1222.3881,11.6097,1.0000,WIN,1172.5783,-5.02
416,1172.5783,1222.3881,11.7258,1.0000,WIN,1184.3040,-4.07
417,1184.3040,1222.3881,11.8430,1.0000,WIN,1196.1471,-3.12
418,1196.1471,1222.3881,11.9615,1.0000,WIN,1208.1085,-2.15
419,1208.1085,1222.3881,12.0811,1.0000,LOSS,1196.0275,-1.17
420,1196.0275,1222.3881,11.9603,1.0000,WIN,1207.9877,-2.16
421,1207.9877,1222.3881,12.0799,1.0000,WIN,1220.0676,-1.18
422,1220.0676,1222.3881,12.2007,1.0000,LOSS,1207.8669,-0.19
423,1207.8669,1222.3881,12.0787,1.0000,LOSS,1195.7883,-1.19
424,1195.7883,1222.3881,11.9579,1.0000,LOSS,1183.8304,-2.18
425,1183.8304,1222.3881,11.8383,1.0000,WIN,1195.6687,-3.15
426,1195.6687,1222.3881,11.9567,1.0000,WIN,1207.6254,-2.19
427,1207.6254,1222.3881,12.0763,1.0000,WIN,1219.7016,-1.21
428,1219.7016,1222.3881,12.1970,1.0000,LOSS,1207.5046,-0.22
429,1207.5046,1222.3881,12.0750,1.0000,WIN,1219.5797,-1.22
430,1219.5797,1222.3881,12.1958,1.0000,LOSS,1207.3839,-0.23
431,1207.3839,1222.3881,12.0738,1.0000,LOSS,1195.3100,-1.23
432,1195.3100,1222.3881,11.9531,1.0000,LOSS,1183.3569,-2.22
433,1183.3569,1222.3881,11.8336,1.0000,WIN,1195.1905,-3.19
434,1195.1905,1222.3881,11.9519,1.0000,LOSS,1183.2386,-2.22
435,1183.2386,1222.3881,11.8324,1.0000,WIN,1195.0710,-3.20
436,1195.0710,1222.3881,11.9507,1.0000,LOSS,1183.1203,-2.23
437,1183.1203,1222.3881,11.8312,1.0000,WIN,1194.9515,-3.21
438,1194.9515,1222.3881,11.9495,1.0000,WIN,1206.9010,-2.24
439,1206.9010,1222.3881,12.0690,1.0000,LOSS,1194.8320,-1.27
440,1194.8320,1222.3881,11.9483,1.0000,LOSS,1182.8837,-2.25
441,1182.8837,1222.3881,11.8288,1.0000,LOSS,1171.0548,-3.23
442,1171.0548,1222.3881,11.7105,1.0000,WIN,1182.7654,-4.20
443,1182.7654,1222.3881,11.8277,1.0000,WIN,1194.5930,-3.24
444,1194.5930,1222.3881,11.9459,1.0000,LOSS,1182.6471,-2.27
445,1182.6471,1222.3881,11.8265,1.0000,LOSS,1170.8206,-3.25
446,1170.8206,1222.3881,11.7082,1.0000,LOSS,1159.1124,-4.22
447,1159.1124,1222.3881,11.5911,1.0000,LOSS,1147.5213,-5.18
448,1147.5213,1222.3881,11.4752,1.0000,WIN,1158.9965,-6.12
449,1158.9965,1222.3881,11.5900,1.0000,LOSS,1147.4065,-5.19
450,1147.4065,1222.3881,11.4741,1.0000,WIN,1158.8806,-6.13
451,1158.8806,1222.3881,11.5888,1.0000,LOSS,1147.2918,-5.20
452,1147.2918,1222.3881,11.4729,1.0000,LOSS,1135.8189,-6.14
453,1135.8189,1222.3881,11.3582,1.0000,LOSS,1124.4607,-7.08
454,1124.4607,1222.3881,11.2446,1.0000,LOSS,1113.2161,-8.01
455,1113.2161,1222.3881,11.1322,1.0000,WIN,1124.3482,-8.93
456,1124.3482,1222.3881,11.2435,1.0000,LOSS,1113.1048,-8.02
457,1113.1048,1222.3881,11.1310,1.0000,WIN,1124.2358,-8.94
458,1124.2358,1222.3881,11.2424,1.0000,LOSS,1112.9934,-8.03
459,1112.9934,1222.3881,11.1299,1.0000,LOSS,1101.8635,-8.95
460,1101.8635,1222.3881,11.0186,1.0000,WIN,1112.8821,-9.86
461,1112.8821,1222.3881,11.1288,1.0000,LOSS,1101.7533,-8.96
462,1101.7533,1222.3881,11.0175,1.0000,WIN,1112.7709,-9.87
463,1112.7709,1222.3881,11.1277,1.0000,WIN,1123.8986,-8.97
464,1123.8986,1222.3881,11.2390,1.0000,LOSS,1112.6596,-8.06
465,1112.6596,1222.3881,11.1266,1.0000,WIN,1123.7862,-8.98
466,1123.7862,1222.3881,11.2379,1.0000,LOSS,1112.5483,-8.07
467,1112.5483,1222.3881,11.1255,1.0000,LOSS,1101.4228,-8.99
468,1101.4228,1222.3881,11.0142,1.0000,WIN,1112.4371,-9.90
469,1112.4371,1222.3881,11.1244,1.0000,LOSS,1101.3127,-8.99
470,1101.3127,1222.3881,11.0131,1.0000,LOSS,1090.2996,-9.90
471,1090.2996,1222.3881,10.9030,1.0000,LOSS,1079.3966,-10.81
472,1079.3966,1222.3881,10.7940,1.0000,WIN,1090.1905,-11.70
473,1090.1905,1222.3881,10.9019,1.0000,LOSS,1079.2886,-10.81
474,1079.2886,1222.3881,10.7929,1.0000,LOSS,1068.4957,-11.71
475,1068.4957,1222.3881,10.6850,1.0000,WIN,1079.1807,-12.59
476,1079.1807,1222.3881,10.7918,1.0000,LOSS,1068.3889,-11.72
477,1068.3889,1222.3881,10.6839,1.0000,WIN,1079.0728,-12.60
478,1079.0728,1222.3881,10.7907,1.0000,WIN,1089.8635,-11.72
479,1089.8635,1222.3881,10.8986,1.0000,WIN,1100.7621,-10.84
480,1100.7621,1222.3881,11.0076,1.0000,WIN,1111.7698,-9.95
481,1111.7698,1222.3881,11.1177,1.0000,WIN,1122.8875,-9.05
482,1122.8875,1222.3881,11.2289,1.0000,LOSS,1111.6586,-8.14
483,1111.6586,1222.3881,11.1166,1.0000,LOSS,1100.5420,-9.06
484,1100.5420,1222.3881,11.0054,1.0000,LOSS,1089.5366,-9.97
485,1089.5366,1222.3881,10.8954,1.0000,LOSS,1078.6412,-10.87
486,1078.6412,1222.3881,10.7864,1.0000,LOSS,1067.8548,-11.76
487,1067.8548,1222.3881,10.6785,1.0000,LOSS,1057.1763,-12.64
488,1057.1763,1222.3881,10.5718,1.0000,WIN,1067.7480,-13.52
489,1067.7480,1222.3881,10.6775,1.0000,LOSS,1057.0705,-12.65
490,1057.0705,1222.3881,10.5707,1.0000,WIN,1067.6412,-13.52
491,1067.6412,1222.3881,10.6764,1.0000,WIN,1078.3177,-12.66
492,1078.3177,1222.3881,10.7832,1.0000,LOSS,1067.5345,-11.79
493,1067.5345,1222.3881,10.6753,1.0000,WIN,1078.2098,-12.67
494,1078.2098,1222.3881,10.7821,1.0000,WIN,1088.9919,-11.79
495,1088.9919,1222.3881,10.8899,1.0000,LOSS,1078.1020,-10.91
496,1078.1020,1222.3881,10.7810,1.0000,WIN,1088.8830,-11.80
497,1088.8830,1222.3881,10.8888,1.0000,WIN,1099.7719,-10.92
498,1099.7719,1222.3881,10.9977,1.0000,WIN,1110.7696,-10.03
499,1110.7696,1222.3881,11.1077,1.0000,WIN,1121.8773,-9.13
500,1121.8773,1222.3881,11.2188,1.0000,LOSS,1110.6585,-8.22
501,1110.6585,1222.3881,11.1066,1.0000,LOSS,1099.5519,-9.14
502,1099.5519,1222.3881,10.9955,1.0000,WIN,1110.5474,-10.05
503,1110.5474,1222.3881,11.1055,1.0000,WIN,1121.6529,-9.15
504,1121.6529,1222.3881,11.2165,1.0000,LOSS,1110.4364,-8.24
505,1110.4364,1222.3881,11.1044,1.0000,WIN,1121.5407,-9.16
506,1121.5407,1222.3881,11.2154,1.0000,LOSS,1110.3253,-8.25
507,1110.3253,1222.3881,11.1033,1.0000,LOSS,1099.2221,-9.17
508,1099.2221,1222.3881,10.9922,1.0000,WIN,1110.2143,-10.08
509,1110.2143,1222.3881,11.1021,1.0000,WIN,1121.3164,-9.18
510,1121.3164,1222.3881,11.2132,1.0000,WIN,1132.5296,-8.27
511,1132.5296,1222.3881,11.3253,1.0000,WIN,1143.8549,-7.35
512,1143.8549,1222.3881,11.4385,1.0000,LOSS,1132.4164,-6.42
513,1132.4164,1222.3881,11.3242,1.0000,WIN,1143.7405,-7.36
514,1143.7405,1222.3881,11.4374,1.0000,WIN,1155.1779,-6.43
515,1155.1779,1222.3881,11.5518,1.0000,WIN,1166.7297,-5.50
516,1166.7297,1222.3881,11.6673,1.0000,LOSS,1155.0624,-4.55
517,1155.0624,1222.3881,11.5506,1.0000,LOSS,1143.5118,-5.51
518,1143.5118,1222.3881,11.4351,1.0000,LOSS,1132.0767,-6.45
519,1132.0767,1222.3881,11.3208,1.0000,WIN,1143.3974,-7.39
520,1143.3974,1222.3881,11.4340,1.0000,LOSS,1131.9635,-6.46
521,1131.9635,1222.3881,11.3196,1.0000,LOSS,1120.6438,-7.40
522,1120.6438,1222.3881,11.2064,1.0000,WIN,1131.8503,-8.32
523,1131.8503,1222.3881,11.3185,1.0000,WIN,1143.1688,-7.41
524,1143.1688,1222.3881,11.4317,1.0000,WIN,1154.6005,-6.48
525,1154.6005,1222.3881,11.5460,1.0000,LOSS,1143.0544,-5.55
526,1143.0544,1222.3881,11.4305,1.0000,LOSS,1131.6239,-6.49
527,1131.6239,1222.3881,11.3162,1.0000,LOSS,1120.3077,-7.43
528,1120.3077,1222.3881,11.2031,1.0000,WIN,1131.5107,-8.35
529,1131.5107,1222.3881,11.3151,1.0000,WIN,1142.8258,-7.43
530,1142.8258,1222.3881,11.4283,1.0000,WIN,1154.2541,-6.51
531,1154.2541,1222.3881,11.5425,1.0000,WIN,1165.7966,-5.57
532,1165.7966,1222.3881,11.6580,1.0000,WIN,1177.4546,-4.63
533,1177.4546,1222.3881,11.7745,1.0000,WIN,1189.2292,-3.68
534,1189.2292,1222.3881,11.8923,1.0000,LOSS,1177.3369,-2.71
535,1177.3369,1222.3881,11.7734,1.0000,WIN,1189.1102,-3.69
536,1189.1102,1222.3881,11.8911,1.0000,WIN,1201.0013,-2.72
537,1201.0013,1222.3881,12.0100,1.0000,LOSS,1188.9913,-1.75
538,1188.9913,1222.3881,11.8899,1.0000,WIN,1200.8812,-2.73
539,1200.8812,1222.3881,12.0088,1.0000,LOSS,1188.8724,-1.76
540,1188.8724,1222.3881,11.8887,1.0000,LOSS,1176.9837,-2.74
541,1176.9837,1222.3881,11.7698,1.0000,LOSS,1165.2139,-3.71
542,1165.2139,1222.3881,11.6521,1.0000,WIN,1176.8660,-4.68
543,1176.8660,1222.3881,11.7687,1.0000,LOSS,1165.0973,-3.72
544,1165.0973,1222.3881,11.6510,1.0000,WIN,1176.7483,-4.69
545,1176.7483,1222.3881,11.7675,1.0000,WIN,1188.5158,-3.73
546,1188.5158,1222.3881,11.8852,1.0000,LOSS,1176.6306,-2.77
547,1176.6306,1222.3881,11.7663,1.0000,WIN,1188.3969,-3.74
548,1188.3969,1222.3881,11.8840,1.0000,LOSS,1176.5130,-2.78
549,1176.5130,1222.3881,11.7651,1.0000,WIN,1188.2781,-3.75
550,1188.2781,1222.3881,11.8828,1.0000,WIN,1200.1609,-2.79
551,1200.1609,1222.3881,12.0016,1.0000,WIN,1212.1625,-1.82
552,1212.1625,1222.3881,12.1216,1.0000,WIN,1224.2841,-0.84
553,1224.2841,1224.2841,12.2428,1.0000,WIN,1236.5270,0.00
554,1236.5270,1236.5270,12.3653,1.0000,LOSS,1224.1617,0.00
555,1224.1617,1236.5270,12.2416,1.0000,LOSS,1211.9201,-1.00
556,1211.9201,1236.5270,12.1192,1.0000,WIN,1224.0393,-1.99
557,1224.0393,1236.5270,12.2404,1.0000,LOSS,1211.7989,-1.01
558,1211.7989,1236.5270,12.1180,1.0000,LOSS,1199.6809,-2.00
559,1199.6809,1236.5270,11.9968,1.0000,LOSS,1187.6841,-2.98
560,1187.6841,1236.5270,11.8768,1.0000,LOSS,1175.8072,-3.95
561,1175.8072,1236.5270,11.7581,1.0000,LOSS,1164.0492,-4.91
562,1164.0492,1236.5270,11.6405,1.0000,LOSS,1152.4087,-5.86
563,1152.4087,1236.5270,11.5241,1.0000,WIN,1163.9328,-6.80
564,1163.9328,1236.5270,11.6393,1.0000,WIN,1175.5721,-5.87
565,1175.5721,1236.5270,11.7557,1.0000,LOSS,1163.8164,-4.93
566,1163.8164,1236.5270,11.6382,1.0000,WIN,1175.4545,-5.88
567,1175.4545,1236.5270,11.7545,1.0000,LOSS,1163.7000,-4.94
568,1163.7000,1236.5270,11.6370,1.0000,WIN,1175.3370,-5.89
569,1175.3370,1236.5270,11.7534,1.0000,WIN,1187.0904,-4.95
570,1187.0904,1236.5270,11.8709,1.0000,LOSS,1175.2195,-4.00
571,1175.2195,1236.5270,11.7522,1.0000,WIN,1186.9717,-4.96
572,1186.9717,1236.5270,11.8697,1.0000,LOSS,1175.1019,-4.01
573,1175.1019,1236.5270,11.7510,1.0000,WIN,1186.8530,-4.97
574,1186.8530,1236.5270,11.8685,1.0000,LOSS,1174.9844,-4.02
575,1174.9844,1236.5270,11.7498,1.0000,LOSS,1163.2346,-4.98
576,1163.2346,1236.5270,11.6323,1.0000,LOSS,1151.6022,-5.93
577,1151.6022,1236.5270,11.5160,1.0000,LOSS,1140.0862,-6.87
578,1140.0862,1236.5270,11.4009,1.0000,WIN,1151.4871,-7.80
579,1151.4871,1236.5270,11.5149,1.0000,LOSS,1139.9722,-6.88
580,1139.9722,1236.5270,11.3997,1.0000,WIN,1151.3719,-7.81
581,1151.3719,1236.5270,11.5137,1.0000,LOSS,1139.8582,-6.89
582,1139.8582,1236.5270,11.3986,1.0000,WIN,1151.2568,-7.82
583,1151.2568,1236.5270,11.5126,1.0000,LOSS,1139.7442,-6.90
584,1139.7442,1236.5270,11.3974,1.0000,LOSS,1128.3468,-7.83
585,1128.3468,1236.5270,11.2835,1.0000,WIN,1139.6303,-8.75
586,1139.6303,1236.5270,11.3963,1.0000,WIN,1151.0266,-7.84
587,1151.0266,1236.5270,11.5103,1.0000,LOSS,1139.5163,-6.91
588,1139.5163,1236.5270,11.3952,1.0000,WIN,1150.9115,-7.85
589,1150.9115,1236.5270,11.5091,1.0000,LOSS,1139.4023,-6.92
590,1139.4023,1236.5270,11.3940,1.0000,WIN,1150.7964,-7.85
591,1150.7964,1236.5270,11.5080,1.0000,LOSS,1139.2884,-6.93
592,1139.2884,1236.5270,11.3929,1.0000,LOSS,1127.8955,-7.86
593,1127.8955,1236.5270,11.2790,1.0000,WIN,1139.1745,-8.79
594,1139.1745,1236.5270,11.3917,1.0000,WIN,1150.5662,-7.87
595,1150.5662,1236.5270,11.5057,1.0000,WIN,1162.0719,-6.95
596,1162.0719,1236.5270,11.6207,1.0000,WIN,1173.6926,-6.02
597,1173.6926,1236.5270,11.7369,1.0000,WIN,1185.4295,-5.08
598,1185.4295,1236.5270,11.8543,1.0000,LOSS,1173.5752,-4.13
599,1173.5752,1236.5270,11.7358,1.0000,LOSS,1161.8395,-5.09
600,1161.8395,1236.5270,11.6184,1.0000,LOSS,1150.2211,-6.04
601,1150.2211,1236.5270,11.5022,1.0000,LOSS,1138.7189,-6.98
602,1138.7189,1236.5270,11.3872,1.0000,LOSS,1127.3317,-7.91
603,1127.3317,1236.5270,11.2733,1.0000,WIN,1138.6050,-8.83
604,1138.6050,1236.5270,11.3860,1.0000,WIN,1149.9910,-7.92
605,1149.9910,1236.5270,11.4999,1.0000,WIN,1161.4910,-7.00
606,1161.4910,1236.5270,11.6149,1.0000,WIN,1173.1059,-6.07
607,1173.1059,1236.5270,11.7311,1.0000,WIN,1184.8369,-5.13
608,1184.8369,1236.5270,11.8484,1.0000,LOSS,1172.9886,-4.18
609,1172.9886,1236.5270,11.7299,1.0000,WIN,1184.7184,-5.14
610,1184.7184,1236.5270,11.8472,1.0000,WIN,1196.5656,-4.19
611,1196.5656,1236.5270,11.9657,1.0000,WIN,1208.5313,-3.23
612,1208.5313,1236.5270,12.0853,1.0000,WIN,1220.6166,-2.26
613,1220.6166,1236.5270,12.2062,1.0000,LOSS,1208.4104,-1.29
614,1208.4104,1236.5270,12.0841,1.0000,WIN,1220.4945,-2.27
615,1220.4945,1236.5270,12.2049,1.0000,LOSS,1208.2896,-1.30
616,1208.2896,1236.5270,12.0829,1.0000,LOSS,1196.2067,-2.28
617,1196.2067,1236.5270,11.9621,1.0000,LOSS,1184.2446,-3.26
618,1184.2446,1236.5270,11.8424,1.0000,WIN,1196.0871,-4.23
619,1196.0871,1236.5270,11.9609,1.0000,WIN,1208.0479,-3.27
620,1208.0479,1236.5270,12.0805,1.0000,WIN,1220.1284,-2.30
621,1220.1284,1236.5270,12.2013,1.0000,WIN,1232.3297,-1.33
622,1232.3297,1236.5270,12.3233,1.0000,LOSS,1220.0064,-0.34
623,1220.0064,1236.5270,12.2001,1.0000,WIN,1232.2065,-1.34
624,1232.2065,1236.5270,12.3221,1.0000,WIN,1244.5285,-0.35
625,1244.5285,1244.5285,12.4453,1.0000,LOSS,1232.0832,0.00
626,1232.0832,1244.5285,12.3208,1.0000,WIN,1244.4041,-1.00
627,1244.4041,1244.5285,12.4440,1.0000,LOSS,1231.9600,-0.01
628,1231.9600,1244.5285,12.3196,1.0000,LOSS,1219.6404,-1.01
629,1219.6404,1244.5285,12.1964,1.0000,LOSS,1207.4440,-2.00
630,1207.4440,1244.5285,12.0744,1.0000,WIN,1219.5185,-2.98
631,1219.5185,1244.5285,12.1952,1.0000,LOSS,1207.3233,-2.01
632,1207.3233,1244.5285,12.0732,1.0000,WIN,1219.3965,-2.99
633,1219.3965,1244.5285,12.1940,1.0000,WIN,1231.5905,-2.02
634,1231.5905,1244.5285,12.3159,1.0000,LOSS,1219.2746,-1.04
635,1219.2746,1244.5285,12.1927,1.0000,WIN,1231.4673,-2.03
636,1231.4673,1244.5285,12.3147,1.0000,LOSS,1219.1527,-1.05
637,1219.1527,1244.5285,12.1915,1.0000,LOSS,1206.9611,-2.04
638,1206.9611,1244.5285,12.0696,1.0000,LOSS,1194.8915,-3.02
639,1194.8915,1244.5285,11.9489,1.0000,WIN,1206.8404,-3.99
640,1206.8404,1244.5285,12.0684,1.0000,LOSS,1194.7720,-3.03
641,1194.7720,1244.5285,11.9477,1.0000,WIN,1206.7198,-4.00
642,1206.7198,1244.5285,12.0672,1.0000,LOSS,1194.6526,-3.04
643,1194.6526,1244.5285,11.9465,1.0000,WIN,1206.5991,-4.01
644,1206.5991,1244.5285,12.0660,1.0000,LOSS,1194.5331,-3.05
645,1194.5331,1244.5285,11.9453,1.0000,WIN,1206.4784,-4.02
646,1206.4784,1244.5285,12.0648,1.0000,WIN,1218.5432,-3.06
647,1218.5432,1244.5285,12.1854,1.0000,WIN,1230.7286,-2.09
648,1230.7286,1244.5285,12.3073,1.0000,LOSS,1218.4213,-1.11
649,1218.4213,1244.5285,12.1842,1.0000,WIN,1230.6056,-2.10
650,1230.6056,1244.5285,12.3061,1.0000,WIN,1242.9116,-1.12
651,1242.9116,1244.5285,12.4291,1.0000,WIN,1255.3407,-0.13
652,1255.3407,1255.3407,12.5534,1.0000,LOSS,1242.7873,0.00
653,1242.7873,1255.3407,12.4279,1.0000,WIN,1255.2152,-1.00
654,1255.2152,1255.3407,12.5522,1.0000,WIN,1267.7674,-0.01
655,1267.7674,1267.7674,12.6777,1.0000,LOSS,1255.0897,0.00
656,1255.0897,1267.7674,12.5509,1.0000,WIN,1267.6406,-1.00
657,1267.6406,1267.7674,12.6764,1.0000,LOSS,1254.9642,-0.01
658,1254.9642,1267.7674,12.5496,1.0000,LOSS,1242.4145,-1.01
659,1242.4145,1267.7674,12.4241,1.0000,LOSS,1229.9904,-2.00
660,1229.9904,1267.7674,12.2999,1.0000,LOSS,1217.6905,-2.98
661,1217.6905,1267.7674,12.1769,1.0000,WIN,1229.8674,-3.95
662,1229.8674,1267.7674,12.2987,1.0000,LOSS,1217.5687,-2.99
663,1217.5687,1267.7674,12.1757,1.0000,WIN,1229.7444,-3.96
664,1229.7444,1267.7674,12.2974,1.0000,WIN,1242.0418,-3.00
665,1242.0418,1267.7674,12.4204,1.0000,WIN,1254.4623,-2.03
666,1254.4623,1267.7674,12.5446,1.0000,WIN,1267.0069,-1.05
667,1267.0069,1267.7674,12.6701,1.0000,WIN,1279.6770,-0.06
668,1279.6770,1279.6770,12.7968,1.0000,WIN,1292.4737,0.00
669,1292.4737,1292.4737,12.9247,1.0000,WIN,1305.3985,0.00
670,1305.3985,1305.3985,13.0540,1.0000,LOSS,1292.3445,0.00
671,1292.3445,1305.3985,12.9234,1.0000,WIN,1305.2679,-1.00
672,1305.2679,1305.3985,13.0527,1.0000,LOSS,1292.2152,-0.01
673,1292.2152,1305.3985,12.9222,1.0000,LOSS,1279.2931,-1.01
674,1279.2931,1305.3985,12.7929,1.0000,LOSS,1266.5002,-2.00
675,1266.5002,1305.3985,12.6650,1.0000,WIN,1279.1652,-2.98
676,1279.1652,1305.3985,12.7917,1.0000,LOSS,1266.3735,-2.01
677,1266.3735,1305.3985,12.6637,1.0000,LOSS,1253.7098,-2.99
678,1253.7098,1305.3985,12.5371,1.0000,WIN,1266.2469,-3.96
679,1266.2469,1305.3985,12.6625,1.0000,WIN,1278.9093,-3.00
680,1278.9093,1305.3985,12.7891,1.0000,WIN,1291.6984,-2.03
681,1291.6984,1305.3985,12.9170,1.0000,WIN,1304.6154,-1.05
682,1304.6154,1305.3985,13.0462,1.0000,LOSS,1291.5693,-0.06
683,1291.5693,1305.3985,12.9157,1.0000,WIN,1304.4850,-1.06
684,1304.4850,1305.3985,13.0448,1.0000,LOSS,1291.4401,-0.07
685,1291.4401,1305.3985,12.9144,1.0000,WIN,1304.3545,-1.07
686,1304.3545,1305.3985,13.0435,1.0000,LOSS,1291.3110,-0.08
687,1291.3110,1305.3985,12.9131,1.0000,WIN,1304.2241,-1.08
688,1304.2241,1305.3985,13.0422,1.0000,LOSS,1291.1818,-0.09
689,1291.1818,1305.3985,12.9118,1.0000,LOSS,1278.2700,-1.09
690,1278.2700,1305.3985,12.7827,1.0000,WIN,1291.0527,-2.08
691,1291.0527,1305.3985,12.9105,1.0000,LOSS,1278.1422,-1.10
692,1278.1422,1305.3985,12.7814,1.0000,WIN,1290.9236,-2.09
693,1290.9236,1305.3985,12.9092,1.0000,LOSS,1278.0144,-1.11
694,1278.0144,1305.3985,12.7801,1.0000,LOSS,1265.2342,-2.10
695,1265.2342,1305.3985,12.6523,1.0000,WIN,1277.8866,-3.08
696,1277.8866,1305.3985,12.7789,1.0000,WIN,1290.6654,-2.11
697,1290.6654,1305.3985,12.9067,1.0000,WIN,1303.5721,-1.13
698,1303.5721,1305.3985,13.0357,1.0000,LOSS,1290.5364,-0.14
699,1290.5364,1305.3985,12.9054,1.0000,LOSS,1277.6310,-1.14
700,1277.6310,1305.3985,12.7763,1.0000,WIN,1290.4073,-2.13
701,1290.4073,1305.3985,12.9041,1.0000,WIN,1303.3114,-1.15
702,1303.3114,1305.3985,13.0331,1.0000,WIN,1316.3445,-0.16
703,1316.3445,1316.3445,13.1634,1.0000,WIN,1329.5079,0.00
704,1329.5079,1329.5079,13.2951,1.0000,WIN,1342.8030,0.00
705,1342.8030,1342.8030,13.4280,1.0000,WIN,1356.2311,0.00
706,1356.2311,1356.2311,13.5623,1.0000,LOSS,1342.6687,0.00
707,1342.6687,1356.2311,13.4267,1.0000,LOSS,1329.2421,-1.00
708,1329.2421,1356.2311,13.2924,1.0000,LOSS,1315.9496,-1.99
709,1315.9496,1356.2311,13.1595,1.0000,LOSS,1302.7901,-2.97
710,1302.7901,1356.2311,13.0279,1.0000,LOSS,1289.7622,-3.94
